label,Star Rating,Sentences
Micromax Canvas 4 A210,3,I BOUGHT THIS FOR MY FRIEND. THE MOBILE IS REALLY GOOD TO USE AT FIRST. IT SHOWED SIGNS OF HANGING AND OTHER PROBLEMS LATER. BUT ALL IN ALL THE PHONE IS WELL AND GOOD.
Micromax Canvas 4 A210,3,"I BOUGHT THIS PHONE &AMP; REPLACED IT 3 TIMES. HATS OFF TO FLIPKART FOR THEIR COOPERATION
      
      &AMP; THUMS DOWN TO MICROMAX'S THIS PRODUCT. IN MY FIRST PHONE CAMERA WAS NOT GUD,
      
      2ND PHONE SPEAKER WAS NOT WORKING PROPERLY &AMP; THE LAST PHONE I GOT IS ALSO NOT 100% OK STILL PROBLEM IN HIS MUSIC PLAYER BY BEST OF MY KNOWLEDGE MICROMAX CAN DO MUCH BETTER WITH THIS PRODUCT. AS I USED MICROMAX HD A116 ALSO SO I WILL RECOMMEND HD A116 INSTEAD OF A210. THANKS TO FLIPKART WHO REPLACED MY PHONE 3 TIMES."
Micromax Canvas 4 A210,3,"I GOT MICROMAX CANVAS 4 A210 THROUGH FLIPKART. FLIPKART SERVICE IS JUST GR8.
      
      MICROMAX SHOULD IMPROVE A LOT TO COMPETE WITH BRANDED COMPANIES
      
      HERE ARE SOME REVIEW ON THIS PRODUCT.
      
      
      LOOK: AWESOME
      
      CAMERA AND FLASH: VERY POOR
      
      BUILD QUALITY: POOR
      
      DISPLAY: GOOD
      
      PERFORMANCE: GOOD
      
      BATTERY: GOOD (LAST FOR 1-2 DAYS)
      
      VALUE FOR MONEY: NO
      
      SCREEN (GLASS AND TOUCH): GREAT
      
      LESS SERVICE CENTERS"
Micromax Canvas 4 A210,3,"I HAVE BEEN USING THIS PHONE FOR LAST ONE WEEK. HERE IS MY EXPERIENCE:
      
      
      1) BUILD QUALITY IS GOOD. SPECS ARE GOOD ON PAPER. BUT SPEED IS NOT SO GREAT
      
      2) AUDIO QUALITY IS POOR.
      
      3) UNABLE TO CONNECT TO WIFI. I AM FACING ISSUES WITH WIFI. AND IT SEEMS WIFI IS NOT FUNCTIONING AT ALL."
Micromax Canvas 4 A210,3,"I LIKED TO HAVE ONE! BUT ANY ONE TELL ME IS IT SUPPORT ARABIC LANGUAGE FOR SMS ENCODING, I WANT TO SEND AND RECEIVE ARABIC SMS. BECAUSE MY OLD MICROMAX Q7 DID NOT.
      
      
      THANK YOU
      
      
      I LIKED TO HAVE ONE! BUT ANY ONE TELL ME IS IT SUPPORT ARABIC LANGUAGE FOR SMS ENCODING, I WANT TO SEND AND RECEIVE ARABIC SMS. BECAUSE MY OLD MICROMAX Q7 DID NOT.
      
      
      THANK YOU"
Micromax Canvas 4 A210,3,"I THINK ALL YOU WANTS FOR A GOOD SERVICE ALSO. BUT THAT'S VERY VERY POOR IN CASE OF MICROMAX. YOU HAVE TO WAIT 2 MONTHS MINIMUM FOR YOUR PROBLEM RESOLVE. FIRST THEY WILL ASK YOU TO DEPOSIT YOUR HANDSET FOR 15 WORKING DAYS. BUT IN 15 DAYS YOU WILL NEVER GET YOUR SET BACK. LOT OF TIME YOU HAVE TO FOLLOW THEM AND, THAT IS THE TIME WHEN YOU WILL DEFINITELY REALIZE THAT WHY WHY &AMP; WHY YOU TOOK MICROMAX.
      
      
      SORRY I DON'T HAVE A ""CANVAS 4"". BUT I HAVE A ""CANVAS2"". IN A 1 YEAR OF USING OF THIS MOBILE,IT SHOWED PROBLEM 3 TIMES AND WAS IN SERVICE CENTER FOR AROUND 4 MONTH.
      
      
      GO WITH SOME REPUTED COMPANY, WHICH CAN GIVE YOU THE BETTER SERVICE IN MARKET."
Micromax Canvas 4 A210,3,"I THINK IT HAS ONLY 5 MP CAMERA MODULE...
      
      
      EVER YOU BUY  A PC WEBCAM  THAT COME WITH 32 MP CAM.. ...
      
      
      DO YOU REALLY  GET A 32 MP CAMERA MODULE , NO..... ALL THAT ARE TRAP.. THEY ARE SOFTWARE INTERPOLATED..
      
      ALL INDIAN MOBILE IMPORTER USING THIS TECHNIC TO MAKE YOU FOOL...
      
      COMPARE WITH A  BRANDED MOBILE HAVING ONLY 5 MP CAMERA, YOU WILL GET YOUR.ANS..
      
      YOU  CAN MAKE ANY CAMERA ( IN ANDROID MOBILE ) TO 13 MP JUST CHANGE UR MOBILE BUILD PROP. OR SEARCH IN XDA FORUM.
      
      RECENTLY I BOUGHT A XOLO A800 MOBILE, HAVING 8 MP CAMERA AND COME WITH ANDROID 4.0 (ICS) OS. BUT AFTER UPDATING TO OFFICIAL 4.1.1 (JB  ) I GOT 5 MP CAMERA ON MY MOBILE..
      
      NOW TELL ME WHEN U CAN DOWNGRADE YOUR CAMERA FROM 8 MP TO 5 MP THEN WHY DONT YOU UPGRADE FROM 5 MP TO 13 MP..."
Micromax Canvas 4 A210,3,"IT IS A GOOD MEDIUM RANGE PHONE FROM MICROMAX AND I WOULD  CALL IT A VALUE FOR MONEY ( IF PRICE WAS ARND 15K), HOWEVER THERE ARE COUPLE OF THINGS TO POINT TO WHAT CORNERS ARE CUT TO MAKE IT AFFORDABLE
      
      
      1. THOUGH IT IS TOUTED A QUAD CORE AND HAVING PRETTY MUCH SAME PROCESSOR AS SAMSUNGS GALAXY HIGH ENDS AND ITS SIBLINGS ( LG, HTC ETC), IT IS NOT TRUE. PROCESSOR OF ALL MICROMAX PHONES ARE BASED ON OLD CORTEX A7 ARCHITECTURE. THIS TECHNOLOGY IS FAR BEHIND THE PROCESSOR ARCHITECTURE TECHNOLOGY USED BY LATEST SAMSUNG,HTC AND OTHER SIMLAR RANGE PHONES. JUST TO LET YOU KNOW EVEN A LOW GZ DUAL PROCESSOR BASED ON A9-ARCH IS MUCH BETTER QUAD CORE PROCESSOR BASED ON A7 ARCHITECTURE
      
      
      2.  SCREEN RESOLUTION - 1280 * 720 WAS DEFACTO STANDARD FOR ALL THE OLD SAMSUNGS FLAGSHIP GALAXY PHONES, AND NOW IT IS A MUCH MUCH BETTER ON LATEST SAMSUNG AND OTHER HIGH END PHONES. HOWEVER CANVAS 4 HAS REACHED THIS DEFACTO STANDARD BUT STILL IT IS NOT TOO GREAT IN TERMS OF SCREEN QUALITY.
      
      
      3. MEMORY - 16GB ON BOARD IS MUCH BETTER OPTION THAN PREVIOUS GENERATION CANVAS
      
      
      4. RAM - COULD HAVE BEEN UPGRADED UPTO 2GB ( WAS HOPING 2GB IN NEW MODEL), 1GB IS QUITE OK
      
      
      5. BATTERY - NOT TOO POWERFUL
      
      
      6. LOOKS - BEAUTY AND DOESNT FEELS CHEAP AT ALL
      
      
      FINAL RECOMMENDATION - IT IS MUCH BETTER DEAL THAN SAMSUNG GRAND( AND LOOK ALIKES) AND OTHER LOW END GALAXY, HTC , LG TOCUH SCREEN SMART PHONES, HOWEVER PLEASE DONT COMPARE IT WITH HIGH END PHONES LIKE S4/S3
      
      PRICE - I THINK 15K WOULD HAVE BEEN A RIGHT PRICE FOR IT"
Micromax Canvas 4 A210,3,"IT'S A GOOD PRODUCT BUT LIKE OTHER MOBILES HAVE FEW NEGATIVE POINTS, WHICH MAY BIT IRITATE US.
      
      
      - TRANSPARANT FLIP COVER GIVE AN ATTRACTIVE FEEL, BUT THE COVER ILL NOT FIT/CLOSE PERFECTLY.
      
      - FEW PICS CAPTURED FROM OTHER MOBILE CAM MAY NOT SUPPORT.
      
      - SUGGEST NOT TO GO FOR LIVE WALLPAPERS, BATTERY DRAINS FAST.
      
      APART FROM ABOVE POINTS.... THIS PHONE IS REALLY AWSOME.TRY TO WATCH ANY HD CLIPS, TRUST ME YOU WILL NEVER LOOK FOR OTHER MOBILES."
Micromax Canvas 4 A210,3,NO POINT OF THE GORILLA GLASS...THE SCREEN GETS SCRATCHES VERY EASILY....THE PHONE IS VERY DELICATE....AND ONE MORE CON ABT THE PHONE IS ITS CAMERA....THE LOW LIGHT IMAGING IS VERY BAD....ON THE WHOLE THE PHONE IS QUITE OK...
Micromax Canvas 4 A210,3,"OVERALL THE PHONE IS GOOD BUT WHEN IT COMES TO CAMERA QUALITY. IT SUCKS BIG TIME.
      
      THEY ARE SAYING THAT ITS 13 MP BUT I PERSONALLY THINK THAT ITS NOT EVEN 5MP.
      
      
      ELSE EVERTHING IS GOOD TILL NOW. FINGERS CROSSED FOR THE REST."
Micromax Canvas 4 A210,3,"PHONE IS BAD.NOT UPTO THE MARK. GETTING STRUCK FREQUENTLY. FLIPKART SERVICE IS GOOD. I GIVE 3/5 ONLY FOR THEOR SERVICE. I KNOW IT IS A WASTE OF TIME ASKING FOR A REPLACEMENT. SO, I DECIDED TO STAY CALM."
Micromax Canvas 4 A210,3,PHONE IS GOOD BATTERY LIFE IS ALSO GOOD BUT WIFI SIGNAL IS VERY WEAK ITS BEEN 6 DAYS AND I AM GOING FOR REPLACEMENT. LETS WAIT FOR THE NEW DEVICE....
Micromax Canvas 4 A210,3,"PHONE IS GOOD BUT WHEN I CONNECT TO HEADPHONE ONLY ONE SPEAKER WORK OTHER SPEAK NO SOUND
      
      
      DONW'T KNOW WHAT TO DO. CAN I SEND IT BACK OR GO FOR SERVICE CENTER. KINDLY SUGGEST."
Micromax Canvas 4 A210,3,"PLS LISTEN!! IF U ARE A HEAVY GAMER PLS DON'T GO FOR THIS MOBILE I WAS ALSO GOING FOR IT.
      
      AFTER 3 DAYS OF CONTINUOUS RESEARCH I FOUND OUT THAT GAME MODERN COMBAT 3 WAS COMPATIBLE BUT WHEN WE LAUNCH IT THERE IS A MESSAGE UNFORTUNATELY CNAVAS HAS STOPPED NO MATTER HOW MANY TIMES U LAUNCH IT AND ROOT UR PHONE IT DOES NOT WORK. AND GAMES LIKE ASPHALT 7 AND NOVA 3(IN THIS GAME, IT TOOK 15 MINS TO LOAD AFTER LAUNCHING THE MACHINE U CAN GO TO UTUBE TO CHECK.
      
      SO PLEASE DONOT BUY THIS PHONE ONLY ONE MAIN BENIFIT IS THAT IT DOES NOT HEAT AT ALL BUT U KNOW THE DOES NOT PLAY PROPERLY SO IT DOES NOT HEAT.
      
      PLS BUY CANVAS HD IF U WANT TO PLAY HARDCORE GAMES OR CANVAS 2 PLUS
      
      EVEN CANVAS 2 CAN ALSO PLAY HIGHE END GAMES BETTER THAN CANVAS 4
      
      PLS GO FOR ELIFE E5 SAME PRICE ONLY ONE PROBLEN NO EXPANDABLE MEMORY BUT IT IS EASILY ADJUSTABLE AND IT HEATS BUT NOW THAT MUCH."
Micromax Canvas 4 A210,3,"PPLE I JUST BROUGHT THIS GADGETS RECENTLY FRM FLIPKART... ALL WERE GOOD UNTIL THE FLAP COVER GOT SEPERATED FROM THE BACK PANNEL...SECOND IS THE PROBLEM WITH SOFTWARE I GUESS, CAUSE THE PHONE GETTING RE-START SUDDENLY WHILE DOING MULTI TASKING,...
      
      THIS IS JUST TWO DAYS USE OF THESE GADGETS,... NOW HOW MICROMAX EXPECT US .TO HELP IN GROWING INDIAN COMPANY IN INTERNATIONAL MARKET."
Micromax Canvas 4 A210,3,"PRODUCT IS VERY DELICATE, NOT SO GOOD, IF YOU LOOKING FOR CHEAP MOBILE WITH GOOD CONFIGURATION, YOU CAN GO FOR IT OR ELSE TRY SOMETHING ELSE."
Micromax Canvas 4 A210,3,"SEEMS TO BE A GOOD PHONE WITH EXTRA FEATURES (COMPARED TO HD) LIKE GORILLA GLASS, 16 GB ROM, AND BETTER CAMERAS. BUT THE FLIPKART DOES NOT SHOW ANYTHING ABOUT TETHERING. DOES THIS PHONE NOT HAVE THE TETHERING FEATURE?"
Micromax Canvas 4 A210,3,"THANK'S TO FLIPKART THE PRODUCT WAS DELIVERED IN TIME.
      
      
      TOTALLY THE PHONE BUILD AND WORKING IS GOOD, TILL NOW NOT SEEN ANY LAGS WHILE PLAYING GAMES.
      
      
      HERE I DISAPPOINTED WITH 13MP CAMERA BECAUSE THE CLARITY IS NOT GOOD WHEN COMPARED TO 2MP CAMERA.
      
      
      5MP FRONT CAMERA IS GOOD."
Micromax Canvas 4 A210,3,"THE PRODUCT IS OK BUT WITHIN   3 MONTHS OF PURCHASE, THE  VOLUME OF INCOMING CALL IS NOT AT ALL AUDIBLE .SEEMS ITS SOUND CARD IS HAVING SOME PROBLEM."
Micromax Canvas 4 A210,3,WITH THE KIND OF SERVICE INFRA THAT MICROMAX HAS THIS PHONE ALTHOUGH LOOKS GOOD IN TERMS OF SPECIFICATION IS VERY HIGHLY PRICED.
Micromax Canvas 4 A210,3,"WORKS SMOOTH AND DIDNT HANG,CAMERA IS GUD,BATTRY LIFE IS LIL LOW , BUT OVERALL GUD FINISHED PRODUCT AND LOOKS STYLISH WITHOUT THAT FLIP COVER,AND GPS IS OF NO USE,ITS NEAR ABUT KMS AWAY FRM WHERE U R...THAT Y ONLY 3 STARS"
Micromax Canvas 4 A210,2,ALTHOUGH NT MUCH SATISFIED WID THE SPECS....BUT SOME FEATURES ATTRACT ME....N NO OTHER OPPS...I GOT ONLY 19K.....N IN THAT RANGE THERE IS NO OTHER SOPHISTICATED OR TRUST WORTHY CELL OTHER THAN DIS.....DAMN U MICROMAX....U FOOLED EVERYBODY
Micromax Canvas 4 A210,2,"BACK CAMERA QUALITY IS WORST. OTHER THINGS ARE GOOD.
      
      PHOTOS ARE NOT UPTO THE EXPECTATION OF 13 MEGA PIXEL.
      
      PHOTO LOOKS PIXELATED(BLURRY) IN PC."
Micromax Canvas 4 A210,2,"BEWARE... YOU'LL FIND THIS PHONE REALLY FANTASTIC..
      
      
      YOU'LL BUY THIS PHONE.. ENJOY IT.. BUT IF AND WHEN YOU FIND ANY PROBLEM IN YOUR PHONE.. EVEN WITH THE HEADPHONES OR CHARGER , THE MICROMAX IS AS IRKSOME AS HELL. THEY'LL TAKE YOUR PHONE FOR LIKE 45 DAYS. I DON'T KNOW WHAT THEY DO ALL THESE DAYS.
      
      
      YOU CAN VISIT ANY MICROMAX CHECKPOINT NEARBY YOU AND SEE THE NUMBER OF PEOPLE POURING IN WITH FAULTY PHONES AND MOST OF THEM GETTING PISSED OFF TO GET THEIR PHONES BACK ON TIME...
      
      
      WHATEVER.. THIS HAPPENED WITH ME TOO..
      
      MY HEADPHONE STOPPED WORKING WITHIN THREE MONTHS.. I SUBMITTED IT IN THIS CHECKPOINT IN PUNE. THEY MADE ME TO WAIT FOR MORE THAN A MONTH AND AFTER THAT THIS GUY OVER THERE TRIED TO GIVE ME SOME LOW QUALITY HEADPHONE. I DIDN'T TAKE IT AND COMPLAINED... NOW I DON'T KNOW HOW MUCH I'D HAVE TO WAIT.
      
      
      IF THIS IS THE SCENARIO ONLY FOR HEADPHONES... THINK ABOUT THE PHONE.
      
      
      THE PHONE IS REALLY GOOD.. BUT THE SERVICES ARE WORST THAN ANY GOVERNMENT OFFICE PLUS YOU CAN'T GIVE A BRIBE IN HERE..."
Micromax Canvas 4 A210,2,"BOTH MOBILE HAVE SAME CHIPSET ""MTK6589"" NTHING DIFFERENCE IN HD &AMP; C4.
      
      SOME EXTRA FEATURES COMES IN C4 BUT IT CAN BE DOWNLOAD LATER.
      
      CANVAS 4 IS NTHING BUT JUST 16GB VERSION OF CANVAS HD.
      
      ALSO CANVAS 4 IS TOTALLY OVERPRICES SO DON'T WASTE MONEY!!!!
      
      INSTEAD OF CANVAS 4 BUY XOLO PLAY OR SOMETHING OTHER!!!!"
Micromax Canvas 4 A210,2,DON.'T BUY ANYONE WHO WANT A AVERAGE CAMERA QUALITY. THIS 13 MEGA PIXEL CAMERA QUALITY IS LESS THAN 2 MEGAPIXEL CAMERA OF CHINESE LOCAL SMARPHONES. VERY VERY BAD CAMERA. 8MP CANVAS HD A116 IS GOOD CAMERA PERFOMANCE...
Micromax Canvas 4 A210,2,"FIRST DON?T WRITE COMMENT WITHOUT USING ANY MOB ..
      
      USED IT FOR 3 DAYS .. AND NOW HAVE BELOW FINDING S
      
      PROS:
      
      - AWESOME GREAT LOOK
      
      - SPECIALLY ALUMINUM SIDE BODY AND FLIP COVER
      
      - LIGHT WEIGHT
      
      - ADDONS LIKE SHAKE UNLOCK AND SMART GUESTURE COMMANDS
      
      - LATEST AOS
      
      - STRONG BODY AS COMPARE TO SAMSUNG GRAND DUAS +1
      
      AND OFFCOURSE A GOOD PACKING . +2
      
      THAT?S IT .. NO MORE
      
      
      CONS:
      
      - WORST  BATTERY BACKUP, 100% CHARGE GET OVER IN  10-12 HRS WITHOUT MUCH USE .
      
      - WORST FLIPCOVER GIVE SCRATCHES ON SCREEN .
      
      - WORST SCREEN GUARD ..NOT COVERING ENTIRE SCREEN
      
      - NO PREINSTALLED APPS LIKE WHATSAPP, FREE GAMES, FACEBOOK ETC.. THT'S OKAY CAN INSTALL LATER .
      
      - ALL ACCESSORIES CHARGER, HEADSET ARE OF NOT GOOD QUALITY CAN GET THAT ON ROAD IN 60-100 RS .
      
      - GORILLA GLASS .. I COULDN?T FEEL IT LIKE THAT .. IT?S NOT SMOOTH WITHOUT SCREENGUARD.
      
      
      MM HAVE MADE THIS A GOOD PRODUCT BUT .. FAILED SOMEWHERE .. TO GIVE QUALITY AND FINE ENGINEERING
      
      THIS COULD BE A SINGLE OPTION IF THEY THOUGHT BIT ON BATTERY AND  FRONT LOOK WITHOUT FLIPCOVER .
      
      
      ALSO PRICE SHOULD NOT BE MORE THAN 12K .. FOR THIS .
      
      
      I HOPE MM HEAR THIS N IMPROVE THERE QUALITY .."
Micromax Canvas 4 A210,2,"HI GUYS,
      
      
      DONT GO FOR THIS MOBILE...IT IS NOT WORTH OF IT...ALWAYS TRUST BRAND MOBILES LIKE SAMSUNG,NOKIA,SONY,LG ....IF YOU WANT GO FOR LOW RANGE SMART PHONES..ALWAYS PERFER TO TAKE LENOVO P780 OR PANASONIC P15"
Micromax Canvas 4 A210,2,"I BOUGHT THIS PHONE FOR A FRIEND. THE SPECIFICATIONS ON PAPER ARE JAW-DROPPING AT THE STATED PRICE-POINT. BUT A MICROMAX WILL ALWAYS BE A MICROMAX. HAVING USED SAMSUNG AND SONY ANDROID PHONES, I DIDN'T LIKE THE QUALITY OFFERED BY MICROMAX. MICROMAX IS JUST NOT THERE IN THAT LEAGUE. THE CAMERA, FOR INSTANCE IS OF 8 MP, BUT ITS PICTURE QUALITY IS POORER THAN MOST 5 MP CAMERAS. THE TOUCH INTERFACE ALSO DIDN'T LEAVE MUCH OF AN IMPRESSION MARK. SPEED AND PERFORMANCE IS GOOD. BATTERY BACK UP IS FINE. GO FOR IT IF YOU'RE NOT MUCH CONCERNED ABOUT YOUR SOCIAL STATURE AND IF YOU USE APPS AND GAMES MORE THAN CAMERA IN YOUR DAILY USE."
Micromax Canvas 4 A210,2,I HAD THIS PHONE FOR ABT A MONTH NOW. IT SRTED HANGING AFTER 10 DAYS OF BUYING ITSELF. CAMERA IS OK IN BRIGHT LIGHT BUT IN SHADE ITS LIKE A 2MP CAMERA. AND IN DARK ITS NOT EVEN ABLE TO CAPTURE PHOTOS POPERLY. ITS AL GRAINY. PROCESSOR IS OK LIKE FAST. BUT HANGS SOMETIMES ON STARTUP OF CANVAS 4 AND SOMETIMES ON THE MENU. THE LOOKAWAY PAUSE IS NOT ACURATE. BUT WORKS LIKE A CHARM SOMETIMES. SERVICE CENTRE TAKES 1 MONTH TO REPAIR PHONE. NOW MY PHONE I WWITH THEM ONLY. SO GO FOR SOME OTHER PHONE OF THE SAME CASH. BUT IF U LIKE TO CHNGE UR PHONE EVEEY 4 MONTHS THN THIS PHONE IS OK.
Micromax Canvas 4 A210,2,"I HAVE PURCHASED THIS PHONE 8 MONTHS BACK.AFTER 2 MONTHS IT GOT COMPLAINED(DISPLAY PROBLEM) AND GIVEN TO COCHIN SERVICE CENTER.
      
      AFTER 15 DAYS I GOT MY PHONE BACK.
      
      BUT AFTER 5 MONTHS IT GOT AGAIN COMPLAINED(SAME DISPLAY PROBLEM). I HAVE NOT YET GOT THE ITEM BACK AFTER REPAIR.(30 DAYS ALREADY).
      
      INITIALLY WHEN I CALLED THEM, THEY TOLD ME THAT IT WOULD TAKE ANOTHER 20 DAYS TO BE GET REPAIRED.
      
      WHEN I CALLED AFTER 20 DAYS THEY TOLD ME TO PLEASE WAIT FOR ANOTHER 20 DAYS.(OMG!!)
      
      I THINK YOU WONT BELIEVE IT.BUT ITS TRUE!!!!
      
      THEIR BEHAVIOR SEEM TO BE LIKE THAT THEY DON'T CARE ABOUT CUSTOMERS AFTER PURCHASE.I CANT BELIEVE THIS.SUCH A POOR SERVICE FACILITY THEY HAVE.
      
      THINK 100 TIMES BEFORE BUY MICROMAX.(ONCE YOUR PHONE GET COMPLAINT THEN YOU WILL BE HAVING ONLY TIME TO CALL THEM:-()
      
      
      I'M NOT CURSING MUCH ON THE PHONE.MEANWHILE I'M VERY DISAPPOINTED ABOUT THE MISERABLE SERVICE THEY PROVIDE.!!!"
Micromax Canvas 4 A210,2,"I JUST ORDERED MICROMAX CANVAS 2 PLUS AS CANVAS 4 AND CANVAS 2 PLUS HAVE SIMILAR HARDWARE, BENCHMARK SCORE FOR CANVAS 2 PLUS IS BETTER THAN CANVA 4, MY FRIEND OWNS A CANVAS 4,  NENAMARK2  RESULTS FOR CANVAS 4 ARE 46.2 FPS WHEREAS FOR CANVAS 2 PLUS ITS 54.6 FPS, MUNLOCK FEATURE IS AVAILABLE FOR ANY ANDROID PHONE ON NET, THE DIFFRENCE BETWEEN BOTH PHONES  IS THE CAMERA AND HEARPHONES .."
Micromax Canvas 4 A210,2,"I PURCHASED THIS MOBILE FROM OPEN MARKET. AND HERE ARE SOME VIEWS ON IT -
      
      
      CONS -
      
      
      1. 13 MEGAPIXEL CAMERA IS OF NO USE. YOU CAN NOT USE IT IN LOW LIGHT CONDITION AND NIGHT. DISAPPOINTED CAMERA QUALITY
      
      2. FLASH IS PATHETIC. BETTER TO BUY A SAMSUNG PHONE WITH 3 MEGAPIXEL CAMERA AND  FLASH.
      
      3. PROCESSING SPEED IS OK BUT NOT TOO GOOD. MOST OF THE GAMES LAGS MOST OF THE TIMES.
      
      4. PRICE IS TOO MUCH. IT SHOULD NOT BE MORE THEN 12-13K.
      
      5. PHONE'S SIZE IS LARGE. NOT EASY TO USE AND HANDLE.
      
      
      PROS -
      
      
      1. 16 GB INBUILT MEMORY.
      
      
      CONCLUSION - THERE IS NOTHING IN CANVAS 4 THAT COULD BOUND YOU TO PURCHASE IT. IF YOU USE PHONE'S CAMERA PLEASE DO NOT BUY IT. BETTER TO BUY A SAMSUNG OR NOKIA LUMIA. THERE IS NO USE OF 13 MEGAPIXEL IF QUALITY IS POOR. OUTDOOR IMAGES ARE DECENT BUT INDOOR IMAGES ARE WORST AND BELOW AVERAGE. AT THIS PRICE YOU CAN EASILY BUY A GOOD SAMSUNG NOKIA OR SONY PHONE."
Micromax Canvas 4 A210,2,"I
      
      I AM USING MICROMAX CANVAS HD &AMP; MICROMAX CANVAS 4 BOTH...
      
      BUT I THINK MICROMAX CANVAS HD IS BETTER THAN CANVAS 4 BECAUSE OF
      
      1- PRICE
      
      2- CAMERA (IN DAY ONLY) RESULT IN NIGHT ITS TOO GOOD IN 4..
      
      ABOVE FEATURES ARE BETTER THAN CANVAS 4 IN CANVAS HD
      
      BUT THE LOOK OF CANVAS 4 IS EXTREMELY GOOD..
      
      STYLISH DESIGN, SLIM &AMP; GREAT FEATURES LIKE SAMSUNG GALAXY 4
      
      BUT I AM DISAPPOINTED ABOUT PROCCESSOR &AMP; RAM ITS SAME AS CANVAS HD
      
      THE FRONT CAMERA OF THIS PHONE IS VERY GOOD OF 5 MP.
      
      REAR CAMERA OF 13MP BUT ITS NOT GOOD AS MY EXPECTATION..
      
      OVERALL, 17999 CANNOT BE A FAIR PRICE FOR THIS PHONE...."
Micromax Canvas 4 A210,2,"JUST BEFORE THEY GIVE AN OFFER OF X% OFF, THEY HIKE THE ORIGINAL PRICE BY 2X%. LIKE THE GOVT DO WITH PETROL PRICES...FIRST THEY INCREASE BY RS 3 AND THEN TO COMPENSATE REDUCE BY 10P."
Micromax Canvas 4 A210,2,"JUST COUPLE OF WEEKS BACK I TOOK THIS MOBILE. UNFORTUNATELY, THIS WAS DROPPED FROM THE TABLE AND THE WHOLE DISPLAY WAS GONE. THE SO CALLED GREAT GORILLA GLASS ALSO COULD NOT PROTECT THE MOBILE FROM THE DAMAGE.
      
      
      COCERN IS THESE KIND OF HIGH END MOBILES SHOULD BE STRONG ENOUGH TO TOLERATE AND IT IS NOT OF THAT MUCH AS EXPECTED. 1 - 2 METER HIEGHT IS NOT MUCH. I HAD SIMILAR FALLS WITH MY SAMSUNG GALAXY YOUNG AND TILL NOW NOTHING HAPPEND AND NEVER STEPPED INTO THE DOORS OF THE SERVICE.
      
      
      MY EXPERIENCE IS THOUGH WE PAY MORE TO BRANDS, FOR SURE THEY PROVIDE ADDITIONAL BENEFITS SOME WHAT LIKE GOOD BUILD AND MAKE.
      
      
      I AM NOT AGAINST TO ANY BRAND WHO PROVIDES THE BEST QUALITY.  I BELIVE IN QUALITY AND QUALITY DOESN'T MEAN SIMPLY PROVIDING THE COMPETITIVE FEATURES BUNDLED IN WEEK BODY. IT LOOKS LIKE, THE SOLDIER IN THE WAR WITHOUT ANY SHIELD.
      
      
      AND ALSO THE SERVICE IS SO BAD. I HAD GIVEN FOR THE DISPLAY CHANGE ON 2-NOV-2013 AND TILL NOW THE SERVICE CENTER AT YALAHANKA COULD NOT SERVICE IT. THEY DO NOT HAVE ANY PROF. SERVICE ATTITUDE ALSO. NO ONE CARES FOR A CUSTOMER.
      
      
      THINK TWICE OR THRICE BEFORE CHOOSING THIS.
      
      
      REGARDS,
      
      MADAN MOHAN"
Micromax Canvas 4 A210,2,"LUKING GOOD PHONE IT IS,, BUT PRICE IS TOO HIGH, AS HOW MICROMAX CAN CHARGE LIKE SAMSUNG MOBILES PRICE, I WAS EXPECTING PRICE NEAR 15 - 15.5 K AND NOT MORE THAT THIS.
      
      BCOZ OF TO MANY PREBOOKING THEY HAVE INCRESE THEIR PRICE UPTO 18K. WHIC IS NOT FAIR..."
Micromax Canvas 4 A210,2,"MY PHONE ALWAYS DISPLAY THE GOOGLE PLAY STORE IN JAPANESE LANGUAGE. I HAVE TRIED EVERYTHING POSSIBLE BUT THIS DOES NOT BUZZ.
      
      
      I HAVE SET LANGUAGE, LOCATION, EVERYTHING. BUT WHENEVER I OPEN THE GOOGLE PLAY, IT ALWAYS SHOWS IN JAPANESE. I HAVE TRIED MY WIFI ROUTER SETTINGS AND 3G SETTINGS AS WELL.
      
      
      I AM TOTALLY FRUSTRATED WITH THIS. LOOKS LIKE SOME PIRATED PRODUCT."
Micromax Canvas 4 A210,2,SOME OF THE FEATURES NOT GOOD LIKE FREQUENTLY HANGING  OF PHONE AND BATTERY LIFE OF PHONE IS NOT SO GUD
Micromax Canvas 4 A210,2,"THE PRODUCT WHICH WAS DELIVERED TO ME I RATE IT AS 4 STARS...IT AN GOOD MOBILE..
      
      
      HOWEVER THE COMBO-OFFER WHICH WAS BEEN ASSURED WHILE BOOKING 32 GB SD CARD OF 10X..FOR ME WAS NOT GIVEN AFTER SPEAKING TO CUSTOMER CARE FOR A COUPLE OF DAYS REGARDING COMBO OFFER NOT WORTH.. FROM  FLIPKART PEOPLE.
      
      
      DUE THIS BAD ASSURENCE AND POOR DELIVARY FROM THE COURIER PEOPLE...SCARED TO SHOP WITH FLIP-KART..ESPECIALLY COMBO-OFFERS...DUE TO WHICH I HAVE RATED 2 STARS...."
